post_id,published_date,platform,topic,content_type,text,sentiment_score,sentiment_label,reach,likes,comments,shares,saves,engagement_rate
2095,2026-07-10,Facebook,data analytics,image,simple dashboard insights for data analytics #dataanalytics,1,Positive,1066,72,24,8,18,11.44
2096,2026-08-12,TikTok,mobile money,text,customer feedback summary for mobile money #mobilemoney,0,Neutral,1301,69,31,12,14,9.68
2097,2026-09-05,Facebook,data analytics,video,clear financial education for data analytics #dataanalytics,1,Positive,837,38,3,9,3,6.33
2098,2026-05-26,TikTok,personal finance,video,confusing user journey for personal finance #personalfinance,-1,Negative,2014,106,25,30,22,9.09
2099,2026-01-21,Instagram,data analytics,image,clear financial education for data analytics #dataanalytics,1,Positive,1710,163,19,7,13,11.81
2100,2026-06-22,Facebook,personal finance,text,clear financial education for personal finance #personalfinance,1,Positive,615,19,11,7,1,6.18
2101,2026-07-05,TikTok,fintech,video,weekly market note for fintech #fintech,0,Neutral,2703,172,64,43,13,10.8
2102,2026-01-24,Instagram,ecommerce,image,fast mobile money growth for ecommerce #ecommerce,2,Positive,1167,106,6,17,16,12.43
2103,2026-02-17,LinkedIn,marketing,video,weak engagement result for marketing #marketing,-1,Negative,1346,57,17,12,19,7.8
2104,2026-03-07,LinkedIn,ecommerce,short,risky payment delay for ecommerce #ecommerce,-1,Negative,1017,40,23,23,3,8.75
2105,2026-04-08,X,data analytics,text,risky payment delay for data analytics #dataanalytics,-1,Negative,287,19,3,3,4,10.1
2106,2026-03-30,TikTok,mobile money,video,trusted customer service for mobile money #mobilemoney,1,Positive,2306,87,47,46,32,9.19
2107,2026-02-21,X,mobile money,text,expensive campaign loss for mobile money #mobilemoney,-2,Negative,317,21,6,1,1,9.15
2108,2026-03-09,Facebook,personal finance,video,smart data analytics for personal finance #personalfinance,1,Positive,1297,121,19,23,11,13.42
2109,2026-02-18,X,mobile money,text,brand awareness post for mobile money #mobilemoney,0,Neutral,740,47,17,8,5,10.41
2110,2026-08-30,Facebook,data analytics,image,customer feedback summary for data analytics #dataanalytics,0,Neutral,1013,62,18,11,10,9.97
2111,2026-09-03,Facebook,small business,video,risky payment delay for small business #smallbusiness,-1,Negative,1053,58,24,29,18,12.25
2112,2026-03-31,Instagram,personal finance,video,new campaign update for personal finance #personalfinance,0,Neutral,1878,144,39,17,12,11.29
2113,2026-05-13,Facebook,data analytics,video,expensive campaign loss for data analytics #dataanalytics,-2,Negative,971,52,8,25,14,10.2
2114,2026-06-03,LinkedIn,data analytics,short,confusing user journey for data analytics #dataanalytics,-1,Negative,1164,60,20,29,8,10.05
2115,2026-08-13,LinkedIn,mobile money,carousel,weekly market note for mobile money #mobilemoney,0,Neutral,985,73,11,16,12,11.37
2116,2026-02-10,TikTok,marketing,short,fast mobile money growth for marketing #marketing,2,Positive,2334,234,33,28,12,13.15
2117,2026-02-26,Facebook,marketing,short,trusted customer service for marketing #marketing,1,Positive,1369,144,10,6,24,13.44
2118,2026-08-19,TikTok,data analytics,video,weak engagement result for data analytics #dataanalytics,-1,Negative,1708,116,41,16,21,11.36
2119,2026-03-16,Facebook,small business,carousel,product feature overview for small business #smallbusiness,0,Neutral,1067,78,13,10,13,10.68
2120,2026-03-11,LinkedIn,personal finance,text,clear financial education for personal finance #personalfinance,1,Positive,969,55,4,2,14,7.74
2121,2026-05-01,LinkedIn,mobile money,text,smart data analytics for mobile money #mobilemoney,1,Positive,940,76,19,2,4,10.74
2122,2026-07-25,Instagram,small business,video,new campaign update for small business #smallbusiness,0,Neutral,2113,140,23,42,10,10.18
2123,2026-07-29,X,mobile money,video,simple dashboard insights for mobile money #mobilemoney,1,Positive,1429,46,26,13,18,7.21
2124,2026-06-05,Instagram,marketing,carousel,trusted customer service for marketing #marketing,1,Positive,1726,123,42,16,19,11.59
2125,2026-02-20,X,ecommerce,text,weekly market note for ecommerce #ecommerce,0,Neutral,806,55,16,4,4,9.8
2126,2026-01-13,Instagram,mobile money,video,smart data analytics for mobile money #mobilemoney,1,Positive,2601,246,10,17,9,10.84
2127,2026-01-26,Instagram,data analytics,short,trusted customer service for data analytics #dataanalytics,1,Positive,2209,190,23,54,12,12.63
2128,2026-07-08,Instagram,mobile money,carousel,new campaign update for mobile money #mobilemoney,0,Neutral,1461,65,29,22,20,9.31
2129,2026-05-10,LinkedIn,small business,video,risky payment delay for small business #smallbusiness,-1,Negative,1242,28,28,10,4,5.64
2130,2026-07-15,Instagram,data analytics,carousel,simple dashboard insights for data analytics #dataanalytics,1,Positive,1767,186,40,18,4,14.04
2131,2026-07-08,Instagram,fintech,short,slow support problem for fintech #fintech,-2,Negative,1338,36,9,20,22,6.5
2132,2026-04-19,Facebook,data analytics,image,trusted customer service for data analytics #dataanalytics,1,Positive,1309,47,16,4,6,5.58
2133,2026-05-30,Facebook,marketing,image,smart data analytics for marketing #marketing,1,Positive,946,78,14,6,9,11.31
2134,2026-01-07,LinkedIn,personal finance,short,brand awareness post for personal finance #personalfinance,0,Neutral,1038,78,8,4,9,9.54
2135,2026-07-18,Facebook,ecommerce,carousel,simple dashboard insights for ecommerce #ecommerce,1,Positive,1304,121,9,13,21,12.58
2136,2026-07-16,X,data analytics,short,simple dashboard insights for data analytics #dataanalytics,1,Positive,1030,104,6,10,17,13.3
2137,2026-05-16,Instagram,ecommerce,short,customer feedback summary for ecommerce #ecommerce,0,Neutral,1450,42,26,31,10,7.52
2138,2026-08-31,X,marketing,short,slow support problem for marketing #marketing,-2,Negative,981,44,8,6,5,6.42
2139,2026-08-03,Instagram,ecommerce,text,confusing user journey for ecommerce #ecommerce,-1,Negative,1038,38,7,10,3,5.59
2140,2026-07-16,TikTok,data analytics,carousel,weekly market note for data analytics #dataanalytics,0,Neutral,1965,168,20,32,30,12.72
2141,2026-01-12,LinkedIn,ecommerce,short,expensive campaign loss for ecommerce #ecommerce,-2,Negative,1159,53,6,19,3,6.99
2142,2026-07-19,X,ecommerce,text,weekly market note for ecommerce #ecommerce,0,Neutral,506,38,12,2,2,10.67
2143,2026-06-09,LinkedIn,personal finance,video,weak engagement result for personal finance #personalfinance,-1,Negative,1038,41,4,21,7,7.03
2144,2026-02-05,Instagram,data analytics,short,expensive campaign loss for data analytics #dataanalytics,-2,Negative,1354,58,33,28,11,9.6
2145,2026-09-08,X,fintech,video,product feature overview for fintech #fintech,0,Neutral,1167,55,26,28,20,11.05
2146,2026-04-27,TikTok,ecommerce,text,clear financial education for ecommerce #ecommerce,1,Positive,1420,123,23,11,12,11.9
2147,2026-03-22,LinkedIn,fintech,image,customer feedback summary for fintech #fintech,0,Neutral,1069,59,7,19,14,9.26
2148,2026-04-16,TikTok,marketing,image,risky payment delay for marketing #marketing,-1,Negative,1306,76,18,4,15,8.65
2149,2026-09-13,LinkedIn,data analytics,text,simple dashboard insights for data analytics #dataanalytics,1,Positive,723,25,12,4,8,6.78
2150,2026-05-10,Instagram,marketing,image,fast mobile money growth for marketing #marketing,2,Positive,1570,131,34,22,14,12.8
2151,2026-06-24,Instagram,ecommerce,short,customer feedback summary for ecommerce #ecommerce,0,Neutral,1467,72,26,35,26,10.84
2152,2026-03-03,Instagram,ecommerce,carousel,fast mobile money growth for ecommerce #ecommerce,2,Positive,1808,84,15,34,11,7.96
2153,2026-01-31,Instagram,data analytics,carousel,weak engagement result for data analytics #dataanalytics,-1,Negative,1293,88,18,29,18,11.83
2154,2026-05-23,LinkedIn,small business,video,expensive campaign loss for small business #smallbusiness,-2,Negative,1321,32,28,33,9,7.72
2155,2026-08-12,Instagram,fintech,image,slow support problem for fintech #fintech,-2,Negative,1022,21,17,10,8,5.48
2156,2026-02-09,TikTok,mobile money,image,smart data analytics for mobile money #mobilemoney,1,Positive,2015,153,20,24,32,11.36
2157,2026-08-16,Facebook,small business,carousel,smart data analytics for small business #smallbusiness,1,Positive,1087,94,7,19,3,11.32
2158,2026-06-02,LinkedIn,personal finance,short,smart data analytics for personal finance #personalfinance,1,Positive,1293,57,10,12,19,7.58
2159,2026-04-26,Facebook,fintech,carousel,clear financial education for fintech #fintech,1,Positive,1108,38,4,7,19,6.14
2160,2026-05-02,LinkedIn,small business,short,confusing user journey for small business #smallbusiness,-1,Negative,1141,35,5,22,7,6.05
2161,2026-06-02,Facebook,data analytics,text,weekly market note for data analytics #dataanalytics,0,Neutral,635,36,8,2,8,8.5
2162,2026-01-15,Instagram,personal finance,carousel,customer feedback summary for personal finance #personalfinance,0,Neutral,1601,106,19,14,18,9.81
2163,2026-05-08,LinkedIn,marketing,video,simple dashboard insights for marketing #marketing,1,Positive,1642,136,36,10,23,12.48
2164,2026-09-10,Facebook,data analytics,carousel,risky payment delay for data analytics #dataanalytics,-1,Negative,575,31,12,11,2,9.74
2165,2026-01-12,LinkedIn,ecommerce,text,clear financial education for ecommerce #ecommerce,1,Positive,896,60,19,10,6,10.6
2166,2026-09-12,Facebook,small business,text,product feature overview for small business #smallbusiness,0,Neutral,903,45,4,10,16,8.31
2167,2026-08-02,TikTok,personal finance,short,confusing user journey for personal finance #personalfinance,-1,Negative,1867,126,16,21,16,9.59
2168,2026-09-18,LinkedIn,small business,image,smart data analytics for small business #smallbusiness,1,Positive,1122,115,5,8,13,12.57
2169,2026-05-20,Instagram,personal finance,video,confusing user journey for personal finance #personalfinance,-1,Negative,2094,100,51,33,18,9.65
2170,2026-07-16,TikTok,data analytics,carousel,customer feedback summary for data analytics #dataanalytics,0,Neutral,2008,163,36,32,26,12.8
2171,2026-03-07,Facebook,marketing,video,clear financial education for marketing #marketing,1,Positive,1400,73,34,37,14,11.29
2172,2026-07-02,LinkedIn,fintech,image,fast mobile money growth for fintech #fintech,2,Positive,1092,99,27,9,2,12.55
2173,2026-01-16,Instagram,small business,carousel,slow support problem for small business #smallbusiness,-2,Negative,1200,81,5,28,15,10.75
2174,2026-07-17,TikTok,mobile money,image,fast mobile money growth for mobile money #mobilemoney,2,Positive,1847,57,37,24,16,7.26
2175,2026-07-15,Facebook,personal finance,short,simple dashboard insights for personal finance #personalfinance,1,Positive,1509,81,16,14,24,8.95
2176,2026-03-27,X,fintech,short,slow support problem for fintech #fintech,-2,Negative,779,44,8,14,12,10.01
2177,2026-07-04,LinkedIn,fintech,image,new campaign update for fintech #fintech,0,Neutral,780,57,7,10,2,9.74
2178,2026-01-25,Instagram,mobile money,video,smart data analytics for mobile money #mobilemoney,1,Positive,2362,223,58,40,35,15.07
2179,2026-06-24,LinkedIn,mobile money,text,fast mobile money growth for mobile money #mobilemoney,2,Positive,1080,41,8,5,7,5.65
2180,2026-08-29,X,personal finance,video,simple dashboard insights for personal finance #personalfinance,1,Positive,1200,96,26,30,14,13.83
2181,2026-01-24,Instagram,fintech,video,weekly market note for fintech #fintech,0,Neutral,1917,101,47,13,9,8.87
2182,2026-05-10,X,mobile money,carousel,customer feedback summary for mobile money #mobilemoney,0,Neutral,782,37,11,4,4,7.16
2183,2026-01-06,TikTok,data analytics,video,product feature overview for data analytics #dataanalytics,0,Neutral,2493,87,26,59,9,7.26
2184,2026-06-26,Instagram,fintech,image,clear financial education for fintech #fintech,1,Positive,1356,126,7,17,9,11.73
2185,2026-03-03,X,marketing,image,brand awareness post for marketing #marketing,0,Neutral,847,63,9,2,4,9.21
2186,2026-08-18,X,personal finance,carousel,customer feedback summary for personal finance #personalfinance,0,Neutral,720,36,9,12,2,8.19
2187,2026-08-24,X,marketing,text,slow support problem for marketing #marketing,-2,Negative,511,19,9,4,1,6.46
2188,2026-01-25,TikTok,personal finance,video,new campaign update for personal finance #personalfinance,0,Neutral,2170,54,13,27,29,5.67
2189,2026-01-09,TikTok,mobile money,carousel,simple dashboard insights for mobile money #mobilemoney,1,Positive,2283,176,45,38,37,12.97
2190,2026-01-31,TikTok,small business,short,trusted customer service for small business #smallbusiness,1,Positive,2342,82,54,55,17,8.88
2191,2026-06-19,X,fintech,short,smart data analytics for fintech #fintech,1,Positive,970,60,6,7,6,8.14
2192,2026-07-29,TikTok,personal finance,image,weak engagement result for personal finance #personalfinance,-1,Negative,1254,87,11,19,4,9.65
2193,2026-04-19,Instagram,fintech,video,weekly market note for fintech #fintech,0,Neutral,2012,60,14,58,32,8.15
2194,2026-08-20,X,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,1083,78,19,17,4,10.9
2195,2026-05-02,Instagram,small business,carousel,clear financial education for small business #smallbusiness,1,Positive,1510,83,15,26,7,8.68
2196,2026-08-10,TikTok,small business,image,trusted customer service for small business #smallbusiness,1,Positive,1557,67,27,13,6,7.26
2197,2026-07-10,Instagram,data analytics,carousel,product feature overview for data analytics #dataanalytics,0,Neutral,1658,45,24,27,13,6.57
2198,2026-02-12,TikTok,small business,carousel,slow support problem for small business #smallbusiness,-2,Negative,1604,62,37,7,7,7.04
2199,2026-07-14,Instagram,small business,carousel,customer feedback summary for small business #smallbusiness,0,Neutral,1555,43,15,33,5,6.17
2200,2026-05-21,LinkedIn,ecommerce,video,new campaign update for ecommerce #ecommerce,0,Neutral,1510,86,36,23,14,10.53
2201,2026-06-18,Instagram,marketing,video,customer feedback summary for marketing #marketing,0,Neutral,1947,124,46,56,22,12.74
2202,2026-05-03,Instagram,fintech,video,customer feedback summary for fintech #fintech,0,Neutral,1990,174,15,36,33,12.96
2203,2026-02-08,TikTok,fintech,short,fast mobile money growth for fintech #fintech,2,Positive,2490,218,10,38,37,12.17
2204,2026-08-13,TikTok,data analytics,text,slow support problem for data analytics #dataanalytics,-2,Negative,1042,39,22,8,3,6.91
2205,2026-05-19,TikTok,ecommerce,video,simple dashboard insights for ecommerce #ecommerce,1,Positive,2833,252,44,62,35,13.87
2206,2026-03-16,Instagram,small business,carousel,brand awareness post for small business #smallbusiness,0,Neutral,1459,53,11,13,10,5.96
2207,2026-05-22,Facebook,data analytics,short,brand awareness post for data analytics #dataanalytics,0,Neutral,1497,54,13,20,26,7.55
2208,2026-05-26,Facebook,small business,short,product feature overview for small business #smallbusiness,0,Neutral,1229,43,16,17,12,7.16
2209,2026-02-15,X,personal finance,video,confusing user journey for personal finance #personalfinance,-1,Negative,865,27,20,7,8,7.17
2210,2026-04-02,Facebook,mobile money,text,trusted customer service for mobile money #mobilemoney,1,Positive,734,30,6,10,3,6.68
2211,2026-08-09,Facebook,ecommerce,short,trusted customer service for ecommerce #ecommerce,1,Positive,1430,43,25,28,19,8.04
2212,2026-06-09,Facebook,ecommerce,video,product feature overview for ecommerce #ecommerce,0,Neutral,908,67,9,10,4,9.91
2213,2026-02-15,Facebook,ecommerce,video,smart data analytics for ecommerce #ecommerce,1,Positive,1430,58,33,20,6,8.18
2214,2026-02-03,TikTok,marketing,short,trusted customer service for marketing #marketing,1,Positive,2444,154,57,39,12,10.72
2215,2026-01-13,Instagram,fintech,short,trusted customer service for fintech #fintech,1,Positive,2344,166,20,15,24,9.6
2216,2026-07-04,X,ecommerce,short,customer feedback summary for ecommerce #ecommerce,0,Neutral,914,80,16,10,16,13.35
2217,2026-05-24,Facebook,mobile money,video,customer feedback summary for mobile money #mobilemoney,0,Neutral,1333,58,5,18,11,6.9
2218,2026-09-17,TikTok,small business,short,slow support problem for small business #smallbusiness,-2,Negative,1468,49,8,32,17,7.22
2219,2026-05-22,LinkedIn,ecommerce,carousel,slow support problem for ecommerce #ecommerce,-2,Negative,643,42,11,3,4,9.33
2220,2026-04-19,Facebook,fintech,image,new campaign update for fintech #fintech,0,Neutral,649,18,7,8,1,5.24
2221,2026-07-31,TikTok,fintech,video,slow support problem for fintech #fintech,-2,Negative,1818,113,35,39,4,10.51
2222,2026-03-31,Instagram,personal finance,video,simple dashboard insights for personal finance #personalfinance,1,Positive,2022,77,27,54,21,8.85
2223,2026-07-25,LinkedIn,marketing,image,brand awareness post for marketing #marketing,0,Neutral,795,29,14,7,2,6.54
2224,2026-02-20,LinkedIn,data analytics,text,weak engagement result for data analytics #dataanalytics,-1,Negative,890,53,12,9,4,8.76
2225,2026-02-05,TikTok,mobile money,video,trusted customer service for mobile money #mobilemoney,1,Positive,2933,310,57,84,10,15.72
2226,2026-03-01,TikTok,mobile money,carousel,weekly market note for mobile money #mobilemoney,0,Neutral,1863,106,43,20,16,9.93
2227,2026-06-24,Facebook,ecommerce,image,weekly market note for ecommerce #ecommerce,0,Neutral,649,36,3,9,7,8.47
2228,2026-09-09,Instagram,mobile money,video,confusing user journey for mobile money #mobilemoney,-1,Negative,1792,104,25,34,16,9.99
2229,2026-02-25,Facebook,mobile money,text,trusted customer service for mobile money #mobilemoney,1,Positive,929,56,12,10,2,8.61
2230,2026-01-17,X,fintech,text,trusted customer service for fintech #fintech,1,Positive,646,22,13,7,7,7.59
2231,2026-06-16,Facebook,personal finance,image,weekly market note for personal finance #personalfinance,0,Neutral,626,56,3,6,2,10.7
2232,2026-01-29,X,marketing,text,new campaign update for marketing #marketing,0,Neutral,599,28,5,8,5,7.68
2233,2026-05-02,LinkedIn,ecommerce,video,smart data analytics for ecommerce #ecommerce,1,Positive,1316,127,11,6,20,12.46
2234,2026-02-12,LinkedIn,small business,video,brand awareness post for small business #smallbusiness,0,Neutral,1379,100,8,17,9,9.72
2235,2026-07-22,X,ecommerce,image,expensive campaign loss for ecommerce #ecommerce,-2,Negative,425,26,4,6,2,8.94
2236,2026-06-30,Instagram,mobile money,video,simple dashboard insights for mobile money #mobilemoney,1,Positive,2526,95,56,51,12,8.47
2237,2026-03-12,Facebook,mobile money,image,clear financial education for mobile money #mobilemoney,1,Positive,924,28,11,16,3,6.28
2238,2026-09-09,Instagram,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,1990,112,38,31,16,9.9
2239,2026-09-15,Instagram,mobile money,short,customer feedback summary for mobile money #mobilemoney,0,Neutral,1584,88,23,19,22,9.6
2240,2026-08-21,Facebook,mobile money,short,new campaign update for mobile money #mobilemoney,0,Neutral,989,87,22,19,9,13.85
2241,2026-07-23,Instagram,personal finance,video,new campaign update for personal finance #personalfinance,0,Neutral,2113,126,17,24,6,8.19
2242,2026-03-21,Instagram,personal finance,video,simple dashboard insights for personal finance #personalfinance,1,Positive,2324,96,19,53,37,8.82
2243,2026-07-05,LinkedIn,personal finance,video,customer feedback summary for personal finance #personalfinance,0,Neutral,1151,75,12,18,16,10.51
2244,2026-06-28,TikTok,data analytics,text,product feature overview for data analytics #dataanalytics,0,Neutral,862,36,12,5,15,7.89
2245,2026-08-25,X,fintech,carousel,clear financial education for fintech #fintech,1,Positive,729,58,7,7,8,10.97
2246,2026-08-29,TikTok,data analytics,carousel,confusing user journey for data analytics #dataanalytics,-1,Negative,1489,38,36,10,13,6.51
2247,2026-03-06,LinkedIn,personal finance,carousel,customer feedback summary for personal finance #personalfinance,0,Neutral,1220,57,12,10,15,7.7
2248,2026-01-10,X,ecommerce,video,expensive campaign loss for ecommerce #ecommerce,-2,Negative,1141,52,25,9,11,8.5
2249,2026-01-12,LinkedIn,marketing,video,expensive campaign loss for marketing #marketing,-2,Negative,1080,34,18,10,14,7.04
2250,2026-07-24,Instagram,personal finance,video,trusted customer service for personal finance #personalfinance,1,Positive,2240,130,38,37,36,10.76
2251,2026-03-26,Facebook,ecommerce,image,clear financial education for ecommerce #ecommerce,1,Positive,1292,115,21,11,14,12.46
2252,2026-02-22,Instagram,marketing,short,clear financial education for marketing #marketing,1,Positive,2091,171,44,47,33,14.11
2253,2026-01-20,TikTok,marketing,image,smart data analytics for marketing #marketing,1,Positive,1827,154,21,31,8,11.71
2254,2026-05-12,Facebook,marketing,image,slow support problem for marketing #marketing,-2,Negative,461,26,4,2,7,8.46
2255,2026-05-05,TikTok,personal finance,carousel,new campaign update for personal finance #personalfinance,0,Neutral,1877,76,10,14,28,6.82
2256,2026-05-28,Instagram,marketing,video,trusted customer service for marketing #marketing,1,Positive,2458,149,36,68,42,12.0
2257,2026-08-12,LinkedIn,mobile money,video,fast mobile money growth for mobile money #mobilemoney,2,Positive,1971,160,48,11,29,12.58
2258,2026-08-05,Instagram,mobile money,text,brand awareness post for mobile money #mobilemoney,0,Neutral,1309,43,17,8,12,6.11
2259,2026-01-06,X,small business,video,expensive campaign loss for small business #smallbusiness,-2,Negative,959,32,7,20,16,7.82
2260,2026-05-16,Instagram,fintech,video,brand awareness post for fintech #fintech,0,Neutral,1945,155,29,56,24,13.57
2261,2026-01-28,LinkedIn,personal finance,carousel,trusted customer service for personal finance #personalfinance,1,Positive,1182,104,5,12,9,11.0
2262,2026-08-08,X,fintech,video,trusted customer service for fintech #fintech,1,Positive,1272,57,10,7,7,6.37
2263,2026-02-18,TikTok,marketing,short,fast mobile money growth for marketing #marketing,2,Positive,2554,193,47,29,34,11.86
2264,2026-08-03,TikTok,fintech,short,weekly market note for fintech #fintech,0,Neutral,2240,180,12,56,20,11.96
2265,2026-03-15,X,ecommerce,text,brand awareness post for ecommerce #ecommerce,0,Neutral,402,32,9,4,6,12.69
2266,2026-07-07,LinkedIn,mobile money,short,simple dashboard insights for mobile money #mobilemoney,1,Positive,1295,126,28,13,10,13.67
2267,2026-06-24,TikTok,fintech,carousel,new campaign update for fintech #fintech,0,Neutral,2094,68,32,22,26,7.07
2268,2026-07-07,Facebook,small business,image,new campaign update for small business #smallbusiness,0,Neutral,785,31,11,5,5,6.62
2269,2026-01-09,X,ecommerce,text,trusted customer service for ecommerce #ecommerce,1,Positive,448,32,3,5,3,9.6
2270,2026-05-27,Facebook,small business,carousel,trusted customer service for small business #smallbusiness,1,Positive,1042,52,21,13,7,8.93
2271,2026-09-07,X,data analytics,image,brand awareness post for data analytics #dataanalytics,0,Neutral,1057,62,10,7,5,7.95
2272,2026-03-09,TikTok,ecommerce,short,trusted customer service for ecommerce #ecommerce,1,Positive,2336,103,28,55,17,8.69
2273,2026-03-28,Instagram,small business,video,slow support problem for small business #smallbusiness,-2,Negative,1742,117,22,33,28,11.48
2274,2026-02-28,LinkedIn,data analytics,carousel,slow support problem for data analytics #dataanalytics,-2,Negative,902,30,22,9,3,7.1
2275,2026-08-22,Facebook,small business,text,confusing user journey for small business #smallbusiness,-1,Negative,460,28,9,4,2,9.35
2276,2026-06-22,TikTok,ecommerce,text,customer feedback summary for ecommerce #ecommerce,0,Neutral,1182,66,5,3,17,7.7
2277,2026-01-01,X,data analytics,short,brand awareness post for data analytics #dataanalytics,0,Neutral,716,47,11,17,1,10.61
2278,2026-06-29,Instagram,data analytics,short,simple dashboard insights for data analytics #dataanalytics,1,Positive,2023,106,38,35,9,9.29
2279,2026-01-04,LinkedIn,data analytics,video,clear financial education for data analytics #dataanalytics,1,Positive,1515,46,9,10,11,5.02
2280,2026-01-18,Facebook,fintech,image,trusted customer service for fintech #fintech,1,Positive,1118,92,20,20,5,12.25
2281,2026-03-05,Instagram,small business,image,fast mobile money growth for small business #smallbusiness,2,Positive,1599,139,25,9,26,12.45
2282,2026-06-01,Instagram,ecommerce,text,expensive campaign loss for ecommerce #ecommerce,-2,Negative,536,17,9,4,7,6.9
2283,2026-07-12,LinkedIn,marketing,text,brand awareness post for marketing #marketing,0,Neutral,626,22,12,2,1,5.91
2284,2026-08-29,Instagram,marketing,short,smart data analytics for marketing #marketing,1,Positive,1835,194,20,22,18,13.84
2285,2026-08-31,TikTok,small business,video,simple dashboard insights for small business #smallbusiness,1,Positive,2989,192,72,15,19,9.97
2286,2026-04-17,Facebook,fintech,text,fast mobile money growth for fintech #fintech,2,Positive,598,48,11,3,1,10.54
2287,2026-06-21,X,ecommerce,short,brand awareness post for ecommerce #ecommerce,0,Neutral,1032,66,23,5,16,10.66
2288,2026-08-11,TikTok,fintech,text,fast mobile money growth for fintech #fintech,2,Positive,1159,93,22,8,18,12.17
2289,2026-06-25,LinkedIn,small business,short,clear financial education for small business #smallbusiness,1,Positive,1473,82,14,36,10,9.64
2290,2026-02-23,X,marketing,video,brand awareness post for marketing #marketing,0,Neutral,1283,53,18,29,21,9.43
2291,2026-06-16,LinkedIn,small business,image,simple dashboard insights for small business #smallbusiness,1,Positive,635,59,4,9,8,12.6
2292,2026-04-08,TikTok,mobile money,video,brand awareness post for mobile money #mobilemoney,0,Neutral,2465,195,51,56,27,13.35
2293,2026-04-11,LinkedIn,ecommerce,short,trusted customer service for ecommerce #ecommerce,1,Positive,1405,72,34,33,9,10.53
2294,2026-02-26,TikTok,fintech,image,new campaign update for fintech #fintech,0,Neutral,1779,128,38,8,16,10.68
2295,2026-04-27,Facebook,ecommerce,image,risky payment delay for ecommerce #ecommerce,-1,Negative,603,30,12,2,8,8.62
2296,2026-04-26,LinkedIn,fintech,video,simple dashboard insights for fintech #fintech,1,Positive,1527,71,31,8,9,7.79
2297,2026-05-10,LinkedIn,fintech,carousel,weekly market note for fintech #fintech,0,Neutral,1139,68,13,27,3,9.75
2298,2026-03-28,Facebook,ecommerce,video,product feature overview for ecommerce #ecommerce,0,Neutral,1432,52,29,29,25,9.43
2299,2026-04-01,X,small business,carousel,brand awareness post for small business #smallbusiness,0,Neutral,623,39,10,10,8,10.75
2300,2026-08-25,LinkedIn,ecommerce,carousel,expensive campaign loss for ecommerce #ecommerce,-2,Negative,975,33,6,9,1,5.03
2301,2026-01-05,Facebook,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,1336,122,18,13,9,12.13
2302,2026-04-05,X,small business,video,simple dashboard insights for small business #smallbusiness,1,Positive,1251,59,5,16,8,7.03
2303,2026-08-11,Instagram,ecommerce,carousel,slow support problem for ecommerce #ecommerce,-2,Negative,1320,91,28,21,14,11.67
2304,2026-03-17,LinkedIn,data analytics,image,expensive campaign loss for data analytics #dataanalytics,-2,Negative,654,37,8,11,4,9.17
2305,2026-03-25,LinkedIn,marketing,short,product feature overview for marketing #marketing,0,Neutral,1319,81,17,33,4,10.24
2306,2026-05-17,Instagram,mobile money,text,new campaign update for mobile money #mobilemoney,0,Neutral,810,64,17,4,3,10.86
2307,2026-08-27,Facebook,data analytics,image,weekly market note for data analytics #dataanalytics,0,Neutral,627,24,9,3,3,6.22
2308,2026-03-04,X,data analytics,carousel,brand awareness post for data analytics #dataanalytics,0,Neutral,968,75,5,17,10,11.05
2309,2026-06-09,X,small business,image,simple dashboard insights for small business #smallbusiness,1,Positive,1124,43,22,3,4,6.41
2310,2026-01-09,Instagram,personal finance,text,brand awareness post for personal finance #personalfinance,0,Neutral,793,20,3,9,7,4.92
2311,2026-08-02,LinkedIn,ecommerce,video,slow support problem for ecommerce #ecommerce,-2,Negative,1044,28,23,13,15,7.57
2312,2026-07-12,TikTok,mobile money,carousel,slow support problem for mobile money #mobilemoney,-2,Negative,1552,114,15,21,13,10.5
2313,2026-05-01,Facebook,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,1061,91,15,13,3,11.5
2314,2026-06-16,X,small business,video,brand awareness post for small business #smallbusiness,0,Neutral,851,44,13,24,8,10.46
2315,2026-02-15,Instagram,personal finance,image,simple dashboard insights for personal finance #personalfinance,1,Positive,1173,54,12,9,16,7.76
2316,2026-05-20,Facebook,ecommerce,image,clear financial education for ecommerce #ecommerce,1,Positive,667,34,5,3,6,7.2
2317,2026-01-12,X,personal finance,short,fast mobile money growth for personal finance #personalfinance,2,Positive,945,62,15,13,11,10.69
2318,2026-08-13,Facebook,ecommerce,short,simple dashboard insights for ecommerce #ecommerce,1,Positive,1125,100,8,20,18,12.98
2319,2026-06-16,Facebook,personal finance,carousel,slow support problem for personal finance #personalfinance,-2,Negative,806,21,8,12,8,6.08
2320,2026-08-07,TikTok,small business,image,clear financial education for small business #smallbusiness,1,Positive,1824,179,38,33,14,14.47
2321,2026-05-09,Instagram,data analytics,short,new campaign update for data analytics #dataanalytics,0,Neutral,1974,64,27,42,11,7.29
2322,2026-08-22,Facebook,data analytics,video,brand awareness post for data analytics #dataanalytics,0,Neutral,763,21,18,20,1,7.86
